Save No	Element	redox	Solid Phase	Specific Surface Area(m2/g)	CEC(meq/100g)	note	Solid Phase Group	Solution/Solid(mL/g)	Solution(mL)	Solid(g)	temp(degC)	Water Type	Ca(ppm)	Na(ppm)	K(ppm)	Mg(ppm)	Cl(ppm)	HCO3(ppm)	SO4(ppm)	F(ppm)	SiO2(ppm)	Fe(ppm)	NO3(ppm)	ClO4(ppm)	Ionic strength(mol/L)	DOC(ppm)	note	Ionic strength(mol/L)	pH init	pH end	C init(mol/L)	Contact time(day)	Separation	Eh init(mV)	Eh end(mV)	atm/redox condition	Kd(m3/kg)	error	Data type	Reference	Author	Year	Title	Journal	Publisher	Vol	No	Page	Note	replicates, n	additional/information	Kd Graph Data	Temp Graph Data	pH Graph Data	Time Graph Data	Eh Graph Data	Cinit Graph Data	Solution/Solid Graph Data	
51441	Sr	II	granite#7	n.r.	186.95	Crushed granite, Size fraction = 1000-2000 micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	4.82	f(n.r.)	260	n.r.	aerobic condition	5.57E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.00557	0.0	8.1	4.8237853	260.0	0.000000000025	30.0	
51442	Sr	II	granite#7	n.r.	186.95	Crushed granite, Size fraction = 1000-2000 micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	4.81	f(n.r.)	260	n.r.	aerobic condition	5.99E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.00599	0.0	8.1	4.812692	260.0	0.000000000025	30.0	
51443	Sr	II	granite#7	n.r.	186.95	Crushed granite, Size fraction = 1000-2000 micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	2	f(n.r.)	260	n.r.	aerobic condition	5.60E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.056	0.0	8.1	2.0	260.0	0.000000000025	30.0	
51444	Sr	II	granite#6	n.r.	321.89	Crushed granite, Size fraction = 750-1000 micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	2	f(n.r.)	260	n.r.	aerobic condition	5.91E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.0591	0.0	8.1	2.0	260.0	0.000000000025	30.0	
51445	Sr	II	granite#1	n.r.	435.52	Crushed granite, Size fraction = 63-125 micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	0	f(n.r.)	260	n.r.	aerobic condition	5.11E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.0511	0.0	8.1	0.001041667	260.0	0.000000000025	30.0	
51446	Sr	II	granite#1	n.r.	435.52	Crushed granite, Size fraction = 63-125 micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	2	f(n.r.)	260	n.r.	aerobic condition	9.17E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.0917	0.0	8.1	2.0	260.0	0.000000000025	30.0	
51447	Sr	II	granite#2	n.r.	441.95	Crushed granite, Size fraction = 125-250micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	0	f(n.r.)	260	n.r.	aerobic condition	4.35E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.0435	0.0	8.1	0.001041667	260.0	0.000000000025	30.0	
51448	Sr	II	granite#2	n.r.	441.95	Crushed granite, Size fraction = 125-250micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	2	f(n.r.)	260	n.r.	aerobic condition	8.38E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.0838	0.0	8.1	2.0	260.0	0.000000000025	30.0	
51449	Sr	II	granite#3	n.r.	320.35	Crushed granite, Size fraction = 250-500micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	0	f(n.r.)	260	n.r.	aerobic condition	3.24E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.0324	0.0	8.1	0.001041667	260.0	0.000000000025	30.0	
51450	Sr	II	granite#3	n.r.	320.35	Crushed granite, Size fraction = 250-500micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	2	f(n.r.)	260	n.r.	aerobic condition	7.76E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.0776	0.0	8.1	2.0	260.0	0.000000000025	30.0	
51451	Sr	II	granite#5	n.r.	305.3	Crushed granite, Size fraction = 500-750 micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	2	f(n.r.)	260	n.r.	aerobic condition	6.24E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.0624	0.0	8.1	2.0	260.0	0.000000000025	30.0	
51453	Sr	II	granite#6	n.r.	321.89	Crushed granite, Size fraction = 750-1000 micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	0	f(n.r.)	260	n.r.	aerobic condition	2.39E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.0239	0.0	8.1	0.001041667	260.0	0.000000000025	30.0	
51454	Sr	II	granite#7	n.r.	186.95	Crushed granite, Size fraction = 1000-2000 micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	0	f(n.r.)	260	n.r.	aerobic condition	1.32E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.0132	0.0	8.1	0.001041667	260.0	0.000000000025	30.0	
51496	Sr	II	granite#2	n.r.	n.r.	85004 granite.	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	120	f(0.5micro-meter)	260	n.r.	aerobic condition	3.20E-03	3.80E-04	Rd [cm3/g] from table	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.0032	20.0	8.1	120.0	260.0	0.00000000010	30.0	
51497	Sr	II	granite#3	n.r.	n.r.	85015 granite.	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	120	f(0.5micro-meter)	260	n.r.	aerobic condition	1.07E-02	2.60E-03	Rd [cm3/g] from table	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.0107	20.0	8.1	120.0	260.0	0.00000000010	30.0	
51498	Sr	II	granite#4-2	0.4	n.r.	Pingstaberg granite. Particle size = 500-750mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	8.37E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00837	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51499	Sr	II	granite#1-1	n.r.	n.r.	73002 granite. Particle size = 750-1000mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	4.36E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00436	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51500	Sr	II	granite#1-3	0.1	n.r.	73002 granite. Particle size = 250-500mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	2.78E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00278	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51501	Sr	II	granite#4	n.r.	n.r.	Pingstaberg granite.	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	120	f(0.5micro-meter)	260	n.r.	aerobic condition	5.60E-03	7.00E-04	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.0056	20.0	8.1	120.0	260.0	0.00000000010	30.0	
51502	Sr	II	granite#1-2	0.16	n.r.	73002 granite. Particle size = 500-750mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	3.64E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00364	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51503	Sr	II	granite#1-4	0.1	n.r.	73002 granite. Particle size = 125-250mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	2.35E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00235	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51504	Sr	II	granite#4-3	0.4	n.r.	Pingstaberg granite. Particle size = 250-500mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	6.63E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00663	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51505	Sr	II	granite#4-1	n.r.	n.r.	Pingstaberg granite. Particle size = 750-1000mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	8.60E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.0086	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51506	Sr	II	granite#1-5	0.09	n.r.	73002 granite. Particle size = 63-90mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	1.86E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00186	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51507	Sr	II	granite#4-4	0.35	n.r.	Pingstaberg granite. Particle size = 125-250mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	6.34E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00634	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51508	Sr	II	granite#1	n.r.	n.r.	73002 granite.	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	120	f(0.5micro-meter)	260	n.r.	aerobic condition	2.13E-03	3.00E-04	Rd [cm3/g] from table	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00213	20.0	8.1	120.0	260.0	0.00000000010	30.0	
51509	Sr	II	granite#4-5	0.29	n.r.	Pingstaberg granite. Particle size = 63-90mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	4.53E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00453	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51510	Sr	II	granite#5	n.r.	n.r.	Stripa granite.	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	120	f(0.5micro-meter)	260	n.r.	aerobic condition	5.10E-03	3.00E-04	Rd [cm3/g] from table	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.0051	20.0	8.1	120.0	260.0	0.00000000010	30.0	
51511	Sr	II	granite#2-3	0.2	n.r.	85004 granite. Particle size = 250-500mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	5.04E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00504	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51512	Sr	II	granite#2-4	0.11	n.r.	85004 granite. Particle size = 125-250mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	3.78E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00378	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51513	Sr	II	granite#2-5	0.09	n.r.	85004 granite. Particle size = 63-90mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	3.05E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00305	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51514	Sr	II	granite#3-1	n.r.	n.r.	85015 granite. Particle size = 750-1000mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	2.22E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.0222	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51515	Sr	II	granite#3-2	0.3	n.r.	85015 granite. Particle size = 500-750mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	1.98E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.0198	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51516	Sr	II	granite#3-3	0.26	n.r.	85015 granite. Particle size = 250-500mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	1.73E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.0173	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51517	Sr	II	granite#3-4	n.r.	n.r.	85015 granite. Particle size = 125-250mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	1.01E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.0101	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51518	Sr	II	granite#2-1	n.r.	n.r.	85004 granite. Particle size = 750-1000mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	8.17E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00817	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51519	Sr	II	granite#2-2	0.28	n.r.	85004 granite. Particle size = 500-750mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	5.54E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00554	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51520	Sr	II	granite#3-5	0.23	n.r.	85015 granite. Particle size = 63-90mm	Granitic rocks	30	3	0.1	20	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	1.00E-10	n.r.	f(0.5micro-meter)	260	n.r.	aerobic condition	8.69E-03	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1989)	Eriksen, T. E. and Locklund, B.	1989	Radionuclide Sorption on Crushed and Intact Granitic Rock Volume and Surface Effects	SKB Technical Report			89-25	all page		n.r.	-	0.00869	20.0	8.1	0.0	260.0	0.00000000010	30.0	
51548	Sr	II	granite#5	n.r.	305.3	Crushed granite, Size fraction = 500-750 micron	Granitic rocks	30	3	0.1	n.r.	groundwater	18.0	65.0	3.9	4.3	70.0	123.0	9.6		12.0				0.0035		-	0.0035	8-8.2	n.r.	2.50E-11	0	f(n.r.)	260	n.r.	aerobic condition	2.78E-02	n.r.	Rd [cm3/g] from figure	Eriksen and Locklund(1987)	Eriksen, T. E. and Locklund, B.	1987	Radionuclide Sorption on Granitic Drill Core Material	SKB Technical Report			87-22			n.r.	-	0.0278	0.0	8.1	0.001041667	260.0	0.000000000025	30.0	
51705	Mn	II	granodiorite	n.r.	n.r.	granodiorite	Granitic rocks	40	40	1	15	0.01N NaHCO3		230.0				610.0							0.01		-	0.01	n.r.	8.6	2.60E-05	210	n.r.	n.r.	n.r.	n.r.	1.00E+00	n.r.	Kd [m3/kg] from table	Fujikawa and Fukui(1997)	Fujikawa, Y. and Fukui, M.	1997	Radionuclide Sorption to Rocks and Minerals: Effects of pH and Inorganic Anions. Part 2. Sorption and Speciation of Selenium	Radiochimica Acta		76		163-172		n.r.	-	1.0	15.0	8.6	210.0	0.0	0.000026	40.0	
51706	Mn	II	granodiorite	n.r.	n.r.	granodiorite	Granitic rocks	40	40	1	15	0.001N Na2CO3		23.0				30.0							0.0015		-	0.0015	n.r.	8	2.60E-05	210	n.r.	n.r.	n.r.	n.r.	1.00E-02	n.r.	Kd [m3/kg] from table	Fujikawa and Fukui(1997)	Fujikawa, Y. and Fukui, M.	1997	Radionuclide Sorption to Rocks and Minerals: Effects of pH and Inorganic Anions. Part 2. Sorption and Speciation of Selenium	Radiochimica Acta		76		163-172		n.r.	-	0.01	15.0	8.0	210.0	0.0	0.000026	40.0	
51707	Mn	II	granodiorite	n.r.	n.r.	granodiorite	Granitic rocks	40	40	1	15	0.001N Na2SO4		23.0					48.0						0.0015		-	0.0015	n.r.	4.5	2.60E-05	210	n.r.	n.r.	n.r.	n.r.	1.30E-02	n.r.	Kd [m3/kg] from table	Fujikawa and Fukui(1997)	Fujikawa, Y. and Fukui, M.	1997	Radionuclide Sorption to Rocks and Minerals: Effects of pH and Inorganic Anions. Part 2. Sorption and Speciation of Selenium	Radiochimica Acta		76		163-172		n.r.	-	0.013	15.0	4.5	210.0	0.0	0.000026	40.0	
51708	Mn	II	granodiorite	n.r.	n.r.	granodiorite	Granitic rocks	40	40	1	15	0.001N NaHCO3		23.0				61.0							0.001		-	0.001	n.r.	7.2	2.60E-05	210	n.r.	n.r.	n.r.	n.r.	1.90E-01	n.r.	Kd [m3/kg] from table	Fujikawa and Fukui(1997)	Fujikawa, Y. and Fukui, M.	1997	Radionuclide Sorption to Rocks and Minerals: Effects of pH and Inorganic Anions. Part 2. Sorption and Speciation of Selenium	Radiochimica Acta		76		163-172		n.r.	-	0.19	15.0	7.2	210.0	0.0	0.000026	40.0	
51709	Mn	II	granodiorite	n.r.	n.r.	granodiorite	Granitic rocks	40	40	1	15	0.01N NaCl		230.0			355.0								0.01		-	0.01	n.r.	6.4	2.60E-05	210	n.r.	n.r.	n.r.	n.r.	2.40E-01	n.r.	Kd [m3/kg] from table	Fujikawa and Fukui(1997)	Fujikawa, Y. and Fukui, M.	1997	Radionuclide Sorption to Rocks and Minerals: Effects of pH and Inorganic Anions. Part 2. Sorption and Speciation of Selenium	Radiochimica Acta		76		163-172		n.r.	-	0.24	15.0	6.4	210.0	0.0	0.000026	40.0	
